GENESIS-Tabelle: 61511-111r
Bauland: Gemeinden, Veräußerungsfälle, veräußerte Fläche,;;;;;;;;;;;;;;;;;
Kaufpreis, durchschnittliche Kaufwerte (EUR/qm),;;;;;;;;;;;;;;;;;
Baulandarten, Jahr (ab 2010);;;;;;;;;;;;;;;;;
Statistik der Kaufwerte für Bauland;;;;;;;;;;;;;;;;;
2017;;;;;;;;;;;;;;;;;
;;Veräußerungsfälle;;Veräußerungsfälle;;Veräußerte Fläche;;Veräußerte Fläche;;Verkaufspreis;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;
;;Bauland insgesamt;;baureifes Land;;Bauland insgesamt;;baureifes Land;;Bauland insgesamt;;baureifes Land;;Bauland insgesamt;;baureifes Land;
;;Anzahl;;Anzahl;;1000 qm;;1000 qm;;Tsd. EUR;;Tsd. EUR;;EUR/qm;;EUR/qm;
09772151;      Großaitingen;7;e;5;e;8;e;5;e;1217;e;.;.;152,01;e;.;.
09772156;      Heretsried;6;e;6;e;5;e;5;e;592;e;592;e;130,64;e;130,64;e
09772157;      Hiltenfingen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09772159;      Horgau;9;e;9;e;11;e;11;e;1790;e;1790;e;159,33;e;159,33;e
09772160;      Kleinaitingen;3;e;3;e;2;e;2;e;360;e;360;e;160,50;e;160,50;e
09772162;      Klosterlechfeld;3;e;3;e;2;e;2;e;561;e;561;e;300,70;e;300,70;e
09772163;      Königsbrunn, St;26;e;24;e;23;e;21;e;8347;e;.;.;356,26;e;.;.
09772166;      Kühlenthal;2;e;1;e;4;e;1;e;.;.;.;.;.;.;.;.
09772167;      Kutzenhausen;19;e;18;e;15;e;14;e;1993;e;.;.;136,32;e;.;.
09772168;      Langenneufnach;6;e;4;e;11;e;5;e;494;e;.;.;46,90;e;.;.
09772170;      Langerringen;14;e;13;e;11;e;9;e;2089;e;.;.;194,18;e;.;.
09772171;      Langweid a.Lech;7;e;4;e;17;e;5;e;2304;e;1479;e;133,08;e;280,21;e
09772177;      Meitingen, M;17;e;10;e;26;e;13;e;3042;e;2049;e;116,01;e;159,40;e
09772178;      Mickhausen;13;e;11;e;11;e;8;e;938;e;.;.;84,07;e;.;.
09772179;      Mittelneufnach;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09772184;      Neusäß, St;20;e;15;e;32;e;15;e;11480;e;9680;e;356,01;e;634,19;e
09772185;      Nordendorf;9;e;6;e;10;e;4;e;818;e;577;e;80,21;e;138,17;e
09772186;      Oberottmarshausen;21;e;20;e;11;e;11;e;2045;e;.;.;180,20;e;.;.
09772197;      Scherstetten;14;e;13;e;9;e;8;e;882;e;.;.;94,00;e;.;.
09772200;      Schwabmünchen, St;20;e;18;e;30;e;21;e;7192;e;.;.;239,06;e;.;.
09772202;      Stadtbergen, St;19;e;16;e;39;e;30;e;11412;e;10784;e;295,31;e;357,50;e
09772207;      Thierhaupten, M;4;e;4;e;3;e;3;e;310;e;310;e;101,95;e;101,95;e
09772209;      Untermeitingen;28;e;26;e;23;e;22;e;5597;e;.;.;246,43;e;.;.
09772211;      Ustersbach;1;e;1;e;0;e;0;e;.;.;.;.;.;.;.;.
09772214;      Walkertshofen;5;e;3;e;8;e;3;e;423;e;.;.;53,00;e;.;.
09772215;      Wehringen;7;e;2;e;10;e;2;e;1103;e;.;.;108,41;e;.;.
09772216;      Welden, M;30;e;29;e;22;e;21;e;2857;e;.;.;127,94;e;.;.
09772217;      Westendorf;5;e;5;e;3;e;3;e;403;e;403;e;131,05;e;131,05;e
09772223;      Zusmarshausen, M;15;e;9;e;25;e;13;e;1258;e;1110;e;49,45;e;85,41;e
09772444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09773;    Dillingen a.d.Donau (Lkr);258;e;203;e;336;e;199;e;20905;e;16384;e;62,17;e;82,14;e
09773111;      Aislingen, M;6;e;6;e;5;e;5;e;329;e;329;e;68,37;e;68,37;e
09773112;      Bachhagel;13;e;10;e;21;e;8;e;1077;e;652;e;51,42;e;78,51;e
09773113;      Bächingen a.d.Brenz;5;e;4;e;7;e;4;e;372;e;.;.;52,16;e;.;.
09773116;      Binswangen;11;e;10;e;8;e;8;e;718;e;.;.;88,51;e;.;.
09773117;      Bissingen, M;10;e;6;e;14;e;5;e;358;e;284;e;25,01;e;55,46;e
09773119;      Blindheim;2;e;2;e;7;e;7;e;.;.;.;.;.;.;.;.
09773122;      Buttenwiesen;10;e;9;e;7;e;7;e;718;e;.;.;96,40;e;.;.
09773125;      Dillingen a.d.Donau, GKSt;30;e;23;e;53;e;23;e;4022;e;2497;e;75,69;e;108,73;e
09773133;      Glött;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09773136;      Gundelfingen a.d.Donau, St;31;e;19;e;40;e;14;e;1829;e;1351;e;45,24;e;98,26;e
09773137;      Haunsheim;7;e;4;e;8;e;6;e;356;e;293;e;42,41;e;51,25;e
09773139;      Höchstädt a.d.Donau, St;22;e;17;e;26;e;16;e;1857;e;1602;e;71,42;e;99,52;e
09773140;      Holzheim;11;e;10;e;20;e;11;e;690;e;.;.;34,16;e;.;.
09773143;      Laugna;5;e;3;e;7;e;3;e;390;e;.;.;52,76;e;.;.
09773144;      Lauingen (Donau), St;15;e;9;e;28;e;13;e;1680;e;1129;e;59,91;e;86,97;e
09773146;      Lutzingen;2;e;-;-;1;e;-;-;.;.;-;-;.;.;-;-
09773147;      Mödingen;11;e;11;e;11;e;11;e;657;e;657;e;59,43;e;59,43;e
09773150;      Finningen;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09773153;      Medlingen;4;e;4;e;3;e;3;e;206;e;206;e;68,04;e;68,04;e
09773164;      Schwenningen;4;e;4;e;3;e;3;e;146;e;146;e;43,13;e;43,13;e
09773170;      Syrgenstein;9;e;9;e;9;e;9;e;617;e;617;e;69,59;e;69,59;e
09773179;      Villenbach;4;e;3;e;3;e;2;e;179;e;.;.;67,42;e;.;.
09773182;      Wertingen, St;25;e;20;e;27;e;19;e;2935;e;2503;e;108,51;e;134,45;e
09773183;      Wittislingen, M;9;e;8;e;8;e;6;e;528;e;.;.;68,52;e;.;.
09773186;      Ziertheim;2;e;2;e;3;e;3;e;.;.;.;.;.;.;.;.
09773187;      Zöschingen;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09773188;      Zusamaltheim;7;e;7;e;12;e;12;e;539;e;539;e;43,55;e;43,55;e
09774;    Günzburg (Lkr);382;e;324;e;432;e;266;e;34582;e;27054;e;80,11;e;101,72;e
09774111;      Aletshausen;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09774115;      Balzhausen;4;e;2;e;5;e;2;e;127;e;.;.;25,98;e;.;.
09774116;      Ursberg;5;e;5;e;3;e;3;e;219;e;219;e;67,05;e;67,05;e
09774117;      Breitenthal;8;e;7;e;6;e;5;e;393;e;.;.;70,34;e;.;.
09774118;      Bubesheim;6;e;2;e;31;e;1;e;2080;e;.;.;67,88;e;.;.
09774119;      Bibertal;14;e;9;e;11;e;9;e;802;e;792;e;70,32;e;84,84;e
09774121;      Burgau, St;31;e;22;e;39;e;17;e;3100;e;2281;e;78,96;e;131,73;e
09774122;      Burtenbach, M;16;e;15;e;16;e;13;e;1410;e;.;.;86,48;e;.;.
09774124;      Deisenhausen;3;e;3;e;3;e;3;e;103;e;103;e;33,17;e;33,17;e
09774127;      Dürrlauingen;10;e;10;e;8;e;8;e;493;e;493;e;60,13;e;60,13;e
09774129;      Ebershausen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09774133;      Ellzee;3;e;3;e;3;e;3;e;209;e;209;e;71,15;e;71,15;e
09774135;      Günzburg, GKSt;23;e;21;e;21;e;15;e;2912;e;.;.;136,81;e;.;.
09774136;      Gundremmingen;10;e;8;e;12;e;6;e;644;e;.;.;52,16;e;.;.
09774140;      Haldenwang;17;e;16;e;14;e;14;e;1224;e;.;.;88,36;e;.;.
09774143;      Ichenhausen, St;26;e;25;e;23;e;22;e;2277;e;.;.;100,50;e;.;.
09774144;      Jettingen-Scheppach, M;26;e;25;e;29;e;21;e;2715;e;.;.;94,37;e;.;.
09774145;      Kammeltal;13;e;12;e;14;e;13;e;741;e;.;.;52,45;e;.;.
09774148;      Kötz;10;e;7;e;13;e;10;e;970;e;799;e;73,53;e;84,06;e
09774150;      Krumbach (Schwaben), St;29;e;25;e;23;e;15;e;2405;e;2012;e;106,72;e;130,80;e
09774151;      Landensberg;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09774155;      Leipheim, St;23;e;16;e;50;e;11;e;4726;e;2001;e;95,06;e;181,52;e
09774160;      Münsterhausen, M;8;e;5;e;19;e;4;e;581;e;211;e;30,24;e;59,42;e
09774162;      Neuburg a.d.Kammel, M;13;e;6;e;14;e;6;e;321;e;306;e;22,38;e;52,65;e
09774166;      Aichen;3;e;3;e;5;e;5;e;293;e;293;e;53,85;e;53,85;e
09774171;      Offingen, M;17;e;16;e;16;e;13;e;1284;e;.;.;82,38;e;.;.
09774174;      Rettenbach;5;e;4;e;5;e;4;e;392;e;.;.;77,29;e;.;.
09774178;      Röfingen;3;e;3;e;3;e;3;e;191;e;191;e;75,00;e;75,00;e
09774185;      Thannhausen, St;16;e;16;e;12;e;12;e;1733;e;1733;e;145,56;e;145,56;e
09774189;      Wiesenbach;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09774191;      Waldstetten, M;7;e;5;e;9;e;4;e;387;e;.;.;41,92;e;.;.
09774192;      Waltenhausen;3;e;3;e;2;e;2;e;83;e;83;e;42,09;e;42,09;e
09774196;      Winterbach;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09774198;      Ziemetshausen, M;24;e;24;e;18;e;18;e;1492;e;1492;e;84,18;e;84,18;e
09774444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09775;    Neu-Ulm (Lkr);302;e;245;e;408;e;207;e;51130;e;39564;e;125,39;e;191,20;e
09775111;      Altenstadt, M;7;e;6;e;3;e;3;e;294;e;.;.;84,18;e;.;.
09775115;      Bellenberg;4;e;2;e;5;e;4;e;.;.;.;.;.;.;.;.
09775118;      Buch, M;13;e;12;e;22;e;10;e;1040;e;.;.;48,07;e;.;.
09775126;      Holzheim;8;e;6;e;5;e;4;e;601;e;.;.;125,20;e;.;.
09775129;      Illertissen, St;60;e;45;e;93;e;53;e;15345;e;12518;e;165,74;e;234,69;e
09775132;      Kellmünz a.d.Iller, M;11;e;5;e;24;e;7;e;1569;e;647;e;65,72;e;92,23;e
09775134;      Nersingen;19;e;18;e;15;e;12;e;1631;e;.;.;109,54;e;.;.
09775135;      Neu-Ulm, GKSt;36;e;25;e;49;e;21;e;8834;e;6673;e;179,46;e;317,60;e
09775139;      Elchingen;25;e;25;e;14;e;14;e;2865;e;2865;e;204,61;e;204,61;e
09775141;      Oberroth;4;e;3;e;4;e;2;e;166;e;.;.;45,24;e;.;.
09775142;      Osterberg;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09775143;      Pfaffenhofen a.d.Roth, M;8;e;8;e;13;e;13;e;2096;e;2096;e;165,48;e;165,48;e
09775149;      Roggenburg;21;e;21;e;15;e;15;e;1786;e;1786;e;117,15;e;117,15;e
09775152;      Senden, St;23;e;15;e;41;e;11;e;4835;e;2883;e;118,34;e;266,24;e
09775161;      Unterroth;5;e;4;e;5;e;3;e;345;e;.;.;65,73;e;.;.
09775162;      Vöhringen, St;30;e;27;e;73;e;18;e;5852;e;3441;e;80,19;e;195,51;e
09775164;      Weißenhorn, St;26;e;21;e;26;e;15;e;2847;e;2462;e;109,96;e;158,96;e
09775444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09776;    Lindau (Bodensee) (Lkr);89;e;85;e;84;e;72;e;25194;e;24646;e;300,70;e;344,07;e
09776111;      Bodolz;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09776112;      Gestratz;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09776113;      Grünenbach;7;e;6;e;4;e;4;e;612;e;.;.;153,07;e;.;.
09776114;      Heimenkirch, M;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09776115;      Hergensweiler;2;e;2;e;3;e;3;e;.;.;.;.;.;.;.;.
09776116;      Lindau (Bodensee), GKSt;26;e;26;e;27;e;27;e;15916;e;15916;e;588,58;e;588,58;e
09776117;      Lindenberg i.Allgäu, St;10;e;10;e;8;e;8;e;1599;e;1599;e;192,22;e;192,22;e
09776118;      Maierhöfen;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09776120;      Nonnenhorn;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09776121;      Oberreute;3;e;3;e;2;e;2;e;187;e;187;e;92,14;e;92,14;e
09776122;      Opfenbach;1;e;1;e;0;e;0;e;.;.;.;.;.;.;.;.
09776124;      Röthenbach (Allgäu);2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09776125;      Scheidegg, M;6;e;6;e;4;e;4;e;949;e;949;e;214,71;e;214,71;e
09776126;      Sigmarszell;3;e;3;e;2;e;2;e;475;e;475;e;269,88;e;269,88;e
09776127;      Stiefenhofen;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09776128;      Wasserburg (Bodensee);5;e;5;e;3;e;3;e;675;e;675;e;251,90;e;251,90;e
09776129;      Weiler-Simmerberg, M;8;e;6;e;18;e;8;e;1392;e;.;.;76,60;e;.;.
09776130;      Weißensberg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09776131;      Hergatz;9;e;8;e;6;e;5;e;1079;e;.;.;167,76;e;.;.
09777;    Ostallgäu (Lkr);401;e;328;e;416;e;247;e;50420;e;43386;e;121,08;e;175,56;e
09777111;      Aitrang;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09777112;      Biessenhofen;10;e;6;e;10;e;6;e;646;e;550;e;66,78;e;91,67;e
09777114;      Baisweil;3;e;2;e;8;e;2;e;348;e;.;.;44,83;e;.;.
09777118;      Bidingen;8;e;2;e;6;e;1;e;262;e;.;.;43,04;e;.;.
09777121;      Buchloe, St;53;e;45;e;60;e;35;e;11600;e;10411;e;194,35;e;299,68;e
09777124;      Eggenthal;4;e;4;e;3;e;3;e;226;e;226;e;79,09;e;79,09;e
09777125;      Eisenberg;1;e;-;-;0;e;-;-;.;.;-;-;.;.;-;-
09777128;      Friesenried;1;e;-;-;1;e;-;-;.;.;-;-;.;.;-;-
09777129;      Füssen, St;16;e;10;e;19;e;10;e;3858;e;3192;e;200,98;e;333,33;e
09777130;      Germaringen;7;e;6;e;5;e;4;e;840;e;.;.;171,64;e;.;.
09777131;      Görisried;2;e;-;-;4;e;-;-;.;.;-;-;.;.;-;-
09777135;      Hopferau;1;e;1;e;0;e;0;e;.;.;.;.;.;.;.;.
09777138;      Günzach;4;e;-;-;8;e;-;-;507;e;-;-;61,08;e;-;-
09777139;      Irsee, M;3;e;3;e;2;e;2;e;519;e;519;e;221,60;e;221,60;e
09777140;      Jengen;8;e;7;e;7;e;7;e;1786;e;.;.;239,91;e;.;.
09777141;      Kaltental, M;2;e;2;e;3;e;3;e;.;.;.;.;.;.;.;.
09777144;      Kraftisried;7;e;5;e;11;e;2;e;364;e;.;.;33,25;e;.;.
09777145;      Lamerdingen;16;e;16;e;13;e;13;e;1549;e;1549;e;123,54;e;123,54;e
09777147;      Lechbruck am See;8;e;5;e;9;e;5;e;994;e;810;e;113,44;e;158,25;e
09777149;      Lengenwang;7;e;6;e;16;e;3;e;1008;e;.;.;64,74;e;.;.
09777151;      Marktoberdorf, St;21;e;18;e;46;e;13;e;4070;e;3247;e;88,91;e;253,61;e
09777152;      Mauerstetten;5;e;5;e;4;e;4;e;816;e;816;e;185,19;e;185,19;e
09777153;      Nesselwang, M;24;e;19;e;23;e;13;e;3593;e;3206;e;153,12;e;243,38;e
09777154;      Obergünzburg, M;7;e;6;e;5;e;4;e;480;e;.;.;102,43;e;.;.
09777155;      Oberostendorf;12;e;12;e;8;e;8;e;1062;e;1062;e;125,37;e;125,37;e
09777157;      Osterzell;3;e;3;e;2;e;2;e;186;e;186;e;83,84;e;83,84;e
09777158;      Pforzen;4;e;2;e;4;e;1;e;332;e;.;.;84,14;e;.;.
09777159;      Pfronten;20;e;11;e;27;e;9;e;2552;e;1752;e;95,05;e;188,71;e
09777163;      Rieden am Forggensee;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09777164;      Rieden;25;e;25;e;16;e;16;e;1762;e;1762;e;110,32;e;110,32;e
09777165;      Ronsberg, M;5;e;5;e;4;e;4;e;359;e;359;e;98,80;e;98,80;e
09777166;      Roßhaupten;14;e;12;e;13;e;7;e;1426;e;.;.;111,31;e;.;.
09777167;      Ruderatshofen;4;e;3;e;3;e;2;e;347;e;.;.;101,19;e;.;.
09777168;      Rückholz;3;e;3;e;2;e;2;e;116;e;116;e;46,60;e;46,60;e
09777169;      Schwangau;3;e;2;e;3;e;3;e;1250;e;.;.;476,13;e;.;.
09777170;      Seeg;16;e;16;e;9;e;9;e;1328;e;1328;e;144,69;e;144,69;e
09777171;      Stötten a.Auerberg;30;e;28;e;23;e;19;e;2060;e;.;.;88,38;e;.;.
09777172;      Stöttwang;5;e;3;e;6;e;3;e;569;e;.;.;89,44;e;.;.
09777173;      Halblech;11;e;10;e;8;e;7;e;1154;e;.;.;138,50;e;.;.
09777175;      Unterthingau, M;5;e;5;e;4;e;4;e;460;e;460;e;125,95;e;125,95;e
09777176;      Untrasried;4;e;4;e;5;e;5;e;251;e;251;e;53,49;e;53,49;e
09777177;      Waal, M;4;e;4;e;3;e;3;e;337;e;337;e;128,14;e;128,14;e
09777179;      Wald;6;e;5;e;4;e;4;e;329;e;.;.;74,75;e;.;.
09777182;      Westendorf;3;e;2;e;3;e;2;e;260;e;.;.;100,57;e;.;.
09777183;      Rettenbach a.Auerberg;6;e;5;e;6;e;5;e;374;e;.;.;66,23;e;.;.
09778;    Unterallgäu (Lkr);466;e;391;e;530;e;306;e;43444;e;33872;e;81,95;e;110,85;e
09778111;      Amberg;5;e;3;e;3;e;1;e;158;e;.;.;57,25;e;.;.
09778113;      Apfeltrach;5;e;3;e;7;e;4;e;327;e;.;.;45,17;e;.;.
09778115;      Babenhausen, M;19;e;17;e;15;e;11;e;1526;e;.;.;101,93;e;.;.
09778116;      Bad Wörishofen, St;23;e;17;e;76;e;18;e;3366;e;1846;e;44,15;e;103,25;e
09778118;      Benningen;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09778119;      Böhen;1;e;1;e;0;e;0;e;.;.;.;.;.;.;.;.
09778120;      Boos;1;e;1;e;7;e;7;e;.;.;.;.;.;.;.;.
09778121;      Breitenbrunn;10;e;10;e;7;e;7;e;449;e;449;e;68,51;e;68,51;e
09778123;      Buxheim;3;e;-;-;1;e;-;-;11;e;-;-;10,00;e;-;-
09778127;      Dirlewang, M;9;e;9;e;6;e;6;e;720;e;720;e;122,63;e;122,63;e
09778130;      Egg a.d.Günz;4;e;3;e;3;e;2;e;194;e;.;.;76,89;e;.;.
09778134;      Eppishausen;11;e;11;e;8;e;8;e;422;e;422;e;49,95;e;49,95;e
09778136;      Erkheim, M;12;e;11;e;10;e;9;e;1007;e;.;.;105,00;e;.;.
09778137;      Ettringen;7;e;6;e;6;e;6;e;502;e;.;.;78,96;e;.;.
09778139;      Fellheim;5;e;3;e;9;e;4;e;397;e;.;.;42,82;e;.;.
09778144;      Bad Grönenbach, M;9;e;7;e;19;e;12;e;1804;e;.;.;95,25;e;.;.
09778149;      Hawangen;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09778150;      Heimertingen;35;e;32;e;23;e;20;e;3083;e;2902;e;135,38;e;147,57;e
09778151;      Holzgünz;4;e;3;e;5;e;2;e;431;e;.;.;82,10;e;.;.
09778157;      Kirchhaslach;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09778158;      Kirchheim i.Schw., M;14;e;14;e;13;e;13;e;644;e;644;e;49,27;e;49,27;e
09778161;      Kronburg;3;e;2;e;20;e;5;e;827;e;.;.;40,58;e;.;.
09778162;      Lachen;21;e;20;e;12;e;12;e;1900;e;.;.;155,31;e;.;.
09778163;      Lauben;6;e;6;e;5;e;5;e;280;e;280;e;55,76;e;55,76;e
09778164;      Lautrach;3;e;3;e;2;e;2;e;214;e;214;e;97,47;e;97,47;e
09778165;      Legau, M;10;e;10;e;8;e;8;e;826;e;826;e;100,81;e;100,81;e
09778168;      Markt Rettenbach, M;16;e;13;e;13;e;9;e;957;e;806;e;70,97;e;86,14;e
09778169;      Markt Wald, M;10;e;10;e;7;e;7;e;528;e;528;e;78,20;e;78,20;e
09778171;      Memmingerberg;24;e;19;e;34;e;13;e;3670;e;2299;e;107,24;e;177,20;e
09778173;      Mindelheim, St;19;e;7;e;34;e;5;e;2014;e;732;e;60,07;e;145,29;e
09778177;      Niederrieden;4;e;3;e;2;e;2;e;204;e;.;.;86,87;e;.;.
09778180;      Kammlach;6;e;6;e;3;e;3;e;277;e;277;e;82,05;e;82,05;e
09778183;      Oberrieden;5;e;5;e;4;e;4;e;206;e;206;e;48,23;e;48,23;e
09778184;      Oberschönegg;3;e;3;e;2;e;2;e;118;e;118;e;49,97;e;49,97;e
09778186;      Ottobeuren, M;44;e;42;e;30;e;27;e;6597;e;.;.;219,98;e;.;.
09778187;      Pfaffenhausen, M;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09778188;      Pleß;5;e;5;e;5;e;5;e;297;e;297;e;58,21;e;58,21;e
09778190;      Salgen;7;e;7;e;6;e;6;e;281;e;281;e;49,38;e;49,38;e
09778196;      Sontheim;6;e;6;e;5;e;5;e;412;e;412;e;85,36;e;85,36;e
09778199;      Stetten;3;e;2;e;22;e;1;e;762;e;.;.;34,94;e;.;.
09778202;      Trunkelsberg;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09778203;      Türkheim, M;11;e;6;e;27;e;7;e;2406;e;1006;e;90,67;e;144,90;e
09778204;      Tussenhausen, M;6;e;5;e;6;e;4;e;420;e;.;.;65,19;e;.;.
09778205;      Ungerhausen;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09778207;      Unteregg;9;e;9;e;6;e;6;e;476;e;476;e;83,84;e;83,84;e
09778209;      Rammingen;2;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09778214;      Westerheim;16;e;6;e;16;e;4;e;938;e;339;e;58,51;e;89,49;e
09778216;      Wiedergeltingen;12;e;11;e;9;e;8;e;1048;e;.;.;118,94;e;.;.
09778217;      Winterrieden;6;e;4;e;9;e;2;e;469;e;.;.;53,04;e;.;.
09778218;      Wolfertschwenden;3;e;3;e;3;e;3;e;153;e;153;e;51,50;e;51,50;e
09778219;      Woringen;5;e;3;e;4;e;2;e;343;e;.;.;91,63;e;.;.
09778221;      Kettershausen;16;e;15;e;11;e;11;e;937;e;.;.;85,68;e;.;.
09778444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09779;    Donau-Ries (Lkr);507;e;434;e;780;e;400;e;46045;e;34420;e;59,06;e;86,04;e
09779111;      Alerheim;2;e;2;e;9;e;9;e;.;.;.;.;.;.;.;.
09779112;      Amerdingen;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09779115;      Asbach-Bäumenheim;19;e;14;e;71;e;8;e;3489;e;1157;e;49,30;e;141,39;e
09779117;      Auhausen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09779126;      Buchdorf;33;e;31;e;30;e;24;e;1759;e;.;.;58,83;e;.;.
09779129;      Daiting;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09779130;      Deiningen;10;e;8;e;13;e;5;e;596;e;.;.;45,06;e;.;.
09779131;      Donauwörth, GKSt;37;e;31;e;40;e;23;e;5892;e;4645;e;147,14;e;204,82;e
09779136;      Ederheim;4;e;4;e;3;e;3;e;145;e;145;e;53,21;e;53,21;e
09779138;      Ehingen a.Ries;4;e;4;e;4;e;4;e;58;e;58;e;14,77;e;14,77;e
09779146;      Forheim;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09779147;      Fremdingen;7;e;6;e;10;e;6;e;314;e;.;.;32,91;e;.;.
09779148;      Fünfstetten;5;e;5;e;3;e;3;e;136;e;136;e;46,72;e;46,72;e
09779149;      Genderkingen;4;e;3;e;9;e;3;e;255;e;.;.;29,42;e;.;.
09779154;      Hainsfarth;7;e;3;e;8;e;2;e;247;e;119;e;29,40;e;56,30;e
09779155;      Harburg (Schwaben), St;8;e;8;e;7;e;7;e;659;e;659;e;89,83;e;89,83;e
09779162;      Hohenaltheim;1;e;1;e;3;e;3;e;.;.;.;.;.;.;.;.
09779163;      Holzheim;9;e;8;e;25;e;4;e;535;e;.;.;21,46;e;.;.
09779167;      Huisheim;5;e;5;e;5;e;5;e;240;e;240;e;48,54;e;48,54;e
09779169;      Kaisheim, M;10;e;7;e;16;e;8;e;769;e;591;e;48,79;e;73,68;e
09779176;      Maihingen;7;e;5;e;12;e;5;e;407;e;.;.;33,81;e;.;.
09779177;      Marktoffingen;2;e;1;e;4;e;0;e;.;.;.;.;.;.;.;.
09779178;      Marxheim;12;e;12;e;10;e;10;e;495;e;495;e;51,95;e;51,95;e
09779180;      Megesheim;3;e;3;e;2;e;2;e;87;e;87;e;43,22;e;43,22;e
09779181;      Mertingen;11;e;7;e;17;e;8;e;1121;e;705;e;64,31;e;93,03;e
09779184;      Mönchsdeggingen;3;e;3;e;3;e;3;e;139;e;139;e;44,31;e;44,31;e
09779185;      Möttingen;16;e;13;e;22;e;16;e;1010;e;790;e;46,63;e;49,95;e
09779186;      Monheim, St;20;e;19;e;24;e;19;e;1472;e;.;.;60,54;e;.;.
09779187;      Münster;10;e;10;e;7;e;7;e;284;e;284;e;43,54;e;43,54;e
09779188;      Munningen;9;e;8;e;9;e;7;e;309;e;.;.;33,07;e;.;.
09779192;      Niederschönenfeld;6;e;6;e;6;e;6;e;469;e;469;e;81,75;e;81,75;e
09779194;      Nördlingen, GKSt;47;e;42;e;118;e;42;e;9021;e;7064;e;76,67;e;166,74;e
09779196;      Oberndorf a.Lech;20;e;19;e;20;e;18;e;1515;e;.;.;76,04;e;.;.
09779197;      Oettingen i.Bay., St;33;e;25;e;41;e;17;e;2567;e;1896;e;62,24;e;109,47;e
09779198;      Otting;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09779201;      Rain, St;25;e;17;e;97;e;37;e;3499;e;1465;e;35,92;e;40,06;e
09779203;      Reimlingen;12;e;6;e;29;e;4;e;892;e;401;e;30,81;e;89,07;e
09779206;      Rögling;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09779217;      Tagmersheim;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09779218;      Tapfheim;46;e;45;e;50;e;47;e;5059;e;.;.;102,16;e;.;.
09779224;      Wallerstein, M;14;e;13;e;9;e;9;e;495;e;.;.;55,49;e;.;.
09779226;      Wechingen;8;e;8;e;6;e;6;e;354;e;354;e;59,66;e;59,66;e
09779228;      Wemding, St;23;e;17;e;28;e;12;e;1159;e;772;e;40,81;e;66,91;e
09779231;      Wolferstadt;3;e;3;e;4;e;4;e;107;e;107;e;30,15;e;30,15;e
09779444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09780;    Oberallgäu (Lkr);159;e;158;e;166;e;164;e;24951;e;.;.;150,28;e;.;.
